   148977306.47217068        2600414.6394241615     
  
   148909232.80138347        5200037.1636538589     
  
   148795799.72363490        7798075.6987817204     
  
   148637041.79190093        10393738.853401052     
  
   148433007.36561161        12986235.959672460     
  
   148183758.59592041        15574777.314170055     
  
   147889371.40677217        18158574.418433901     
  
   147549935.47177586        20736840.219155386     
  
   147165554.18688905        23308789.347922441     
  
   146736344.63892227        25873638.360451441     
  
   146262437.56987315        28430605.975233082     
  
   145743977.33710086        30978913.311519373     
  
   145181121.86935332        33517784.126579393     
  
   144574042.61866039        36046445.052151449     
  
   143922924.50810751        38564125.830019630     
  
   143227965.87550631        41070059.546643011     
  
   142489378.41297850        43563482.866766073     
  
   141707387.10247219        46043636.265939087     
  
   140882230.14722991        48509764.261877693     
  
   140014158.89922920        50961115.644591182     
  
   139103437.78261805        53396943.705209456     
  
   138150344.21316832        55816506.463438816     
  
   137155168.51377189        58219066.893577382     
  
   136118213.82600492        60603893.149021357     
  
   135039796.01778784        62970258.785193630     
  
   133920243.58716810        65317442.980826832     
  
   132759897.56225635        67644730.757533520     
  
   131559111.39734532        69951413.197596550     
  
   130318250.86524375        72236787.659913272     
  
   129037693.94585790        74500157.994027823     
  
   127717830.71105471        76740834.752186328     
  
   126359063.20584157        78958135.399350286     
  
   124961805.32589893        81151384.521104366     
  
   123526482.69150306        83319914.029395118     
  
   122053532.51787744        85463063.366038039     
  
   120543403.48201206        87580179.703930974     
  
   118996555.58599152        89670618.145912394     
  
   117413460.01687321        91733741.921204314     
  
   115794599.00315852        93768922.579379782     
  
   114140465.66790073        95775540.181795776     
  
   112451563.87849411        97752983.490433469     
  
   110728408.09319051        99700650.154088065     
  
   108971523.20438947        101617946.89185178     
  
   107181444.37875025        103504289.67383364     
  
   105358716.89417420        105359103.89906158     
  
   103503895.97370689        107181824.57051225     
  
   101617546.61641109        108971896.46721543     
  
   99700243.425261766        110728774.31338048     
  
   97752570.432115674        112451922.94449334     
  
   95775120.919808641        114140817.47033368     
  
   93768497.241435185        115794943.43486232     
  
   91733310.636864901        117413796.97293009     
  
   89670181.046552166        118996884.96376096     
  
   87579736.922695279        120543725.18116191     
  
   85462615.037802950        122053846.44041455     
  
   83319460.290726379        123526788.74180315     
  
   81150925.510215849        124962103.41073568     
  
   78957671.256061777        126359353.23441505     
  
   76740365.617881045        127718112.59501897     
  
   74499684.011609286        129037967.59934795     
  
   72236308.973761782        130318516.20490168     
  
   69950929.953525245        131559368.34234574     
  
   67644243.102743909        132760146.03433096     
  
   65316951.063863985        133920483.51062953     
  
   62969762.755900927        135040027.31955275     
  
   60603393.158494815        136118436.43561625     
  
   58218563.094119668        137155382.36342025     
  
   55815999.008512847        138150549.23771274     
  
   53396432.749391660        139103633.91960576     
  
   50960601.343524374        140014346.08891469     
  
   48509246.772223681        140882408.33259314     
  
   46043115.745330982        141707556.22923589     
  
   43562959.473760195        142489538.42962483     
  
   41069533.440670714        143228116.73329237     
  
   38563597.171338633        143923066.16108039     
  
   36045914.001797087        144574175.02367097     
  
   33517250.846315488        145181244.98606962     
  
   30978377.963789020        145744091.12802011     
  
   28430068.723109152        146262542.00033340     
  
   25873099.367586900        146736439.67711282     
  
   23308248.778500501        147165639.80386022     
  
   20736298.237839505        147550011.64144778     
  
   18158031.190317601        147889438.10594270     
  
   15574233.004726665        148183815.80427223     
  
   12985690.734704681        148433055.06571844     
  
   10393192.878990470        148637079.96923277     
  
   7797529.1412382051        148795828.36656255     
  
   5199490.1894648802        148909251.90118194     
  
   2599867.4152041669        148977316.02302197     
  
  -547.30756043172414        148999999.99899480     
  
  -2600961.8636090658        148977296.91930932     
  
  -5200584.1377726700        148909213.69957584     
  
  -7798622.2562200408        148795771.07869965     
  
  -10394284.827671414        148637003.61256358     
  
  -12986781.184465034        148432959.66350204     
  
  -15575321.623403313        148183701.38556921     
  
  -18159117.646305200        147889304.70560622     
  
  -20737382.200191487        147549859.30011314     
  
  -23309329.917029884        147165468.56793225     
  
  -25874177.352966879        146736249.59875190     
  
  -28431143.226973400        146262333.13743949     
  
  -30979448.658831723        145743863.54421514     
  
  -33518317.406391039        145180998.75067818     
  
  -36046976.102019429        144573910.21169913     
  
  -38564654.488180280        143922782.85319275     
  
  -41070585.652061172        143227815.01578772     
  
  -43564006.259184174        142489218.39440963     
  
  -46044156.785925984        141707217.97379649     
  
  -48510281.750877202        140882051.95996583     
  
  -50961629.944970414        140013971.70765457     
  
  -53397454.660306804        139103241.64375350     
  
  -55817013.917611673        138150139.18675995     
  
  -58219570.692249574        137154954.66227296     
  
  -60604393.138730206        136117991.21455705     
  
  -62970754.813636728        135039564.71420088     
  
  -65317934.896908417        133920003.66189972     
  
  -67645218.411410436        132759649.08839048     
  
  -69951896.440724045        131558854.45056984     
  
  -72237266.345090091        130317985.52382751     
  
  -74500631.975441188        129037420.29062681     
  
  -76741303.885456175        127717548.82536724     
  
  -78958599.541573465        126358773.17556322     
  
  -81151843.530897945        124961507.23937616     
  
  -83320367.766939670        123526176.63953629     
  
  -85463511.693120018        122053218.59369354     
  
  -87580622.483985007        120543081.78123580     
  
  -89671055.244062707        118996226.20661657     
  
  -91734173.204306006        117413123.05923213     
  
  -93769347.916059226        115794254.56989238     
  
  -95775959.442490652        114140113.86392774     
  
  -97753396.547432348        112451204.81097764     
  
  -99701056.881569177        110728041.87150654     
  
  -101618347.16592143        108971149.94009316     
  
  -103504683.37256385        107181064.18554214     
  
  -105359490.90252739        105358329.88786528     
  
  -107182204.76082808        103503502.27218363     
  
  -108972269.72857113        101617146.33959930     
  
  -110729140.53207642        99699836.695090279     
  
  -112452282.00897530        97752157.372478947     
  
  -114141169.27122661        95774701.656529292     
  
  -115795287.86500376        93768071.902225405     
  
  -117414133.92740278        91732879.351287812     
  
  -118997214.33992481        89669743.945982084     
  
  -120544046.87868528        87579294.140277937     
  
  -122054160.36130486        85462166.708414763     
  
  -123527094.79043661        83319006.550933436     
  
  -124962401.49388641        81150466.498232380     
  
  -126359643.26128362        78957207.111707926     
  
  -127718394.47725998        76739896.482540354     
  
  -129038241.25109695        74499210.028185546     
  
  -130318781.54280129        72235830.286635667     
  
  -131559625.28557113        69950446.708510116     
  
  -132760394.50461431        67643755.447041631     
  
  -133920723.43228409        65316459.146019839     
  
  -135040258.61949566        62969266.725758605     
  
  -136118659.04339102        60602893.167150564     
  
  -137155596.21121803        58218059.293876462     
  
  -138150754.26039317        55815491.552833781     
  
  -139103830.05471662        53395921.792853430     
  
  -140014533.27671108        50960087.041769944     
  
  -140882586.51605552        48508729.281915106     
  
  -141707725.35408765        46042595.224101603     
  
  -142489698.44434863        43562436.080166548     
  
  -143228267.58914596        41069007.334144317     
  
  -143923207.81211141        38563068.512137339     
  
  -144574307.42673093        36045382.950956404     
  
  -145181368.10082707        33516717.565599348     
  
  -145744204.91697291        30977842.615640718     
  
  -146262646.42882019        28429531.470601615     
  
  -146736534.71332356        25872560.374373287     
  
  -147165725.41884577        23307708.208764061     
  
  -147550087.80912888        20735756.256243851     
  
  -147889504.80311784        18157487.961956289     
  
  -148183873.01062471        15573688.695073152     
  
  -148433102.76382256        12985145.509561671     
  
  -148637118.14455917        10392646.904439598     
  
  -148795857.00748259        7796982.5835894560     
  
  -148909270.99897125        5198943.2152057514     
  
  -148977325.57186320        2599320.1909491289     
  
  -148999999.99597925       -1094.6151208560639     
  
  -148977287.36443791       -2601509.0877588461     
  
  -148909194.59575909       -5201131.1118213143     
  
  -148795742.43175676       -7799168.8135531126     
  
  -148636965.43122077       -10394830.801801540     
  
  -148432911.95938975       -12987326.409082362     
  
  -148183644.17321867       -15575865.932426434     
  
  -147889238.00244492       -18159660.873931468     
  
  -147549783.12645960       -20737924.180947799     
  
  -147165382.94698983       -23309870.485822819     
  
  -146736154.55660167       -25874716.345133234     
  
  -146262228.70303237       -28431680.478330106     
  
  -145743749.74936301       -30979984.005726114     
  
  -145180875.63004422       -33518850.685750503     
  
  -144573777.80278721       -36047507.151401088     
  
  -143922641.19633615       -38565183.145820610     
  
  -143227664.15413666       -41071111.756925151     
  
  -142489058.37391824       -43564529.651014492     
  
  -141707048.84320879       -46044677.305291608     
  
  -140881873.77080089       -48510799.239222206     
  
  -140013784.51419082       -50962144.244662039     
  
  -139103045.50301212       -53397965.614683703     
  
  -138149934.15848759       -55817521.371031396     
  
  -137154740.80892351       -58220074.490136251     
  
  -136117768.60127261       -60604893.127621345     
  
  -135039333.40879193       -62971250.841230206     
  
  -133919763.73482446       -65318426.812108628     
  
  -132759400.61273336       -67645706.064374655     
  
  -131558597.50201933       -69952379.682907671     
  
  -130317720.18065295       -72237745.029292271     
  
  -129037146.63365471       -74501105.955849349     
  
  -127717266.93795656       -76741773.017690629     
  
  -126358483.14357997       -78959063.682731301     
  
  -124961209.15116730       -81152302.539596617     
  
  -123525870.58590284       -83320821.503360018     
  
  -122052904.66786282       -85463960.019048914     
  
  -120542760.07883309       -87581065.262857378     
  
  -118995896.82563601       -89671492.341003165     
  
  -117412786.10000683       -91734604.486169994     
  
  -115793910.13506392       -93769773.251473442     
  
  -114139762.05841468       -95776378.701893300     
  
  -112450845.74194397       -97753809.603112251     
  
  -110727675.64832859       -99701463.607705086     
  
  -108970776.67432664       -101618747.43861996     
  
  -107180683.99088785       -103505077.06989756     
  
  -105357942.88013481       -105359877.90457167     
  
  -103503108.56926383       -107182584.94969779     
  
  -101616746.06141646       -108972642.98845653     
  
  -99699429.963573560       -110729506.74927841     
  
  -97751744.311523303       -112452641.07194002     
  
  -95774282.391957670       -114141521.07057950     
  
  -93767646.561750516       -115795632.29358280     
  
  -91732448.064472944       -117414470.88029131     
  
  -89669306.844202131       -118997543.71448314     
  
  -87578851.356678918       -120544368.57458228     
  
  -85461718.377873525       -122054474.28054833     
  
  -83318552.810016349       -123527400.83740336     
  
  -81150007.485154003       -124962699.57535109     
  
  -78956742.966288805       -126359933.28644726     
  
  -76739427.346164301       -127718676.35777773     
  
  -74498736.043756649       -129038514.90110491     
  
  -72235351.598534897       -130319046.87894261     
  
  -69949963.462551251       -131559882.22702141     
  
  -67643267.790426597       -132760642.97310643     
  
  -65315967.227294415       -133920963.35213169     
  
  -62968770.694766648       -135040489.91761655     
  
  -60602393.174988694       -136118881.64932919     
  
  -58217555.492847666       -137155810.05716529     
  
  -55814984.096401632       -138150959.28120959     
  
  -53395410.835594729       -139104026.18795064     
  
  -50959572.739328012       -140014720.46261829     
  
  -48508211.790952057       -140882764.69761708     
  
  -46042074.702251010       -141707894.47702742     
  
  -43561912.685985193       -142489858.45714986     
  
  -41068481.227063835       -143228418.44306704     
  
  -38562539.852415726       -143923349.46120051     
  
  -36044851.899629347       -144574439.82784021     
  
  -33516184.284431051       -145181491.21362564     
  
  -30977307.267074350       -145744318.70395932     
  
  -28428994.217710502       -146262750.85533357     
  
  -25872021.380810555       -146736629.74755445     
  
  -23307167.638713207       -147165811.03184572     
  
  -20735214.274368327       -147550163.97481918     
  
  -18156944.733349990       -147889571.49829760     
  
  -15573144.385209480       -148183930.21497783     
  
  -12984600.284243524       -148433150.45992395     
  
  -10392100.929748539       -148637156.31788009     
  
  -7796436.0258355057       -148795885.64639500     
  
  -5198396.2408765424       -148909290.09475145     
  
  -2598772.9666590532       -148977335.11869437     
  
   1641.9226812656343       -148999999.99095333     
  
   2602056.3118735584       -148977277.80755642     
  
   5201678.0857997183       -148909175.48993316     
  
   7799715.3707810529       -148795713.78280625     
  
   10395376.775791416       -148636927.24787247     
  
   12987871.633524496       -148432864.25327474     
  
   15576410.241239332       -148183586.95886874     
  
   18160204.101312820       -147889171.29728824     
  
   20738466.161424305       -147549706.95081526     
  
   23310411.054301273       -147165297.32406178     
  
   25875255.336950406       -146736059.51247165     
  
   28432217.729303297       -146262124.26665181     
  
   30980519.352202512       -145743635.95254445     
  
   33519383.964657616       -145180752.50745139     
  
   36048038.200296305       -144573645.39192465     
  
   38565711.802940607       -143922499.53753766     
  
   41071637.861235023       -143227513.29055309     
  
   43565053.042256959       -142488898.35150436     
  
   46045197.824035943       -141706879.71070915     
  
   48511316.726912677       -140881695.57973513     
  
   50962658.543666080       -140013597.31883794     
  
   53398476.568340071       -139102849.36039388     
  
   55818028.823698118       -138149729.12835121     
  
